date_hour,spread_mean,spread_median,spread_min,spread_max,spread_std,spread_pct_mean,spread_pct_median,best_bid_price_mean,best_bid_price_min,best_bid_price_max,best_ask_price_mean,best_ask_price_min,best_ask_price_max,mid_price_mean,mid_price_min,mid_price_max,best_bid_size_mean,best_bid_size_median,best_bid_size_std,best_ask_size_mean,best_ask_size_median,best_ask_size_std,total_bid_size_mean,total_bid_size_median,total_ask_size_mean,total_ask_size_median,total_depth_mean,total_depth_median,imbalance_mean,imbalance_median,depth_1pct_bid_mean,depth_1pct_ask_mean,bid_levels_mean,ask_levels_mean,ofi_mean,ofi_median,ofi_std,ofi_min,ofi_max,ofi_simple_mean,ofi_simple_median,ofi_simple_std,snapshot_count,bid_ask_ratio,depth_asymmetry,date,hour,day_of_week,day_name
2025-10-14 12:00:00,0.998,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.9990000000000001,0.999,0.999,0.5,0.5,0.5,705452.31,705452.31,0.0,5808925.88,5808925.88,0.0,3290919.3427272723,3283197.6799999997,9847129.654545454,9848816.499999998,13138048.997272728,13134125.029999996,-0.4990256711463928,-0.4997553172962335,3290919.3427272723,9847129.654545454,100.0909090909091,76.9090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.33420087458767006,0.1309707241910632,2025-10-14,12,1,Tuesday
2025-10-14 13:00:00,0.998,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.999,0.999,0.999,0.5,0.5,0.5,705452.31,705452.31,0.0,5808925.880000001,5808925.88,0.0,3298537.362068965,3298446.1899999995,9857716.694827585,9858527.210000005,13156254.05689655,13157937.479999997,-0.4985598726438744,-0.4986514914866324,3298537.362068965,9857716.694827585,101.27586206896552,77.37931034482759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0.334614745400396,0.13375796178343952,2025-10-14,13,1,Tuesday
2025-10-14 14:00:00,0.998,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.999,0.999,0.999,0.5,0.5,0.5,705452.31,705452.31,0.0,5808925.88,5808925.88,0.0,3325264.8581250003,3326614.49,9860076.2925,9870659.72,13185341.150625002,13196891.510000002,-0.4956071173063821,-0.49587179749898747,3325264.8581250003,9860076.2925,101.875,77.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.3372453477519581,0.13312478275981926,2025-10-14,14,1,Tuesday
2025-10-14 16:00:00,0.998,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.999,0.999,0.999,0.5,0.5,0.5,705452.31,705452.31,0.0,5808925.88,5808925.88,0.0,3362177.104,3361167.69,9813162.983999997,9810373.419999998,13175340.087999996,13172643.949999996,-0.48962574970386613,-0.4896260011770789,3362177.104,9813162.983999997,104.6,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.3426191034921061,0.17792792792792791,2025-10-14,16,1,Tuesday
2025-10-14 17:00:00,0.998,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.999,0.999,0.999,0.5,0.5,0.5,705452.31,705452.31,0.0,5808925.88,5808925.88,0.0,3401796.402333333,3403548.1599999997,9866748.367666665,9875058.599999998,13268544.77,13280162.04,-0.4872414785568767,-0.4870598064373884,3401796.402333333,9866748.367666665,106.3,72.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.34477380749680614,0.1870463428252373,2025-10-14,17,1,Tuesday
2025-10-14 18:00:00,0.998,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.9990000000000001,0.999,0.999,0.5,0.5,0.5,705452.31,705452.31,0.0,5808925.88,5808925.88,0.0,3402127.0548,3399058.05,9910932.958599998,9907962.344999999,13313060.013399996,13314191.804999998,-0.48890581288506196,-0.48940833486030666,3402127.0548,9910932.958599998,107.08,73.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.3432701107969737,0.18845726970033294,2025-10-14,18,1,Tuesday
2025-10-14 19:00:00,0.9979999999999999,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.999,0.999,0.999,0.5,0.5,0.5,705452.31,705452.31,0.0,5808925.880000001,5808925.88,0.0,3415055.785806452,3415411.02,9915886.402580643,9918067.839999998,13330942.188387096,13333413.2,-0.4876489240171353,-0.4876518305055771,3415055.785806452,9915886.402580643,107.29032258064517,74.26881720430107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,0.34440247166583837,0.18187740598164057,2025-10-14,19,1,Tuesday
2025-10-14 20:00:00,0.998,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.9990000000000001,0.999,0.999,0.5,0.5,0.5,705452.31,705452.31,0.0,5808925.88,5808925.88,0.0,3363563.8824390247,3361971.18,9912934.50829268,9909611.19,13276498.390731703,13275162.23,-0.49330621176698775,-0.4935767519338622,3363563.8824390247,9912934.50829268,106.7439024390244,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0.3393106127782071,0.18116186492139535,2025-10-14,20,1,Tuesday
2025-10-14 21:00:00,0.998,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.9990000000000001,0.999,0.999,0.5,0.5,0.5,705452.31,705452.31,0.0,5808925.88,5808925.88,0.0,3351754.4310000003,3350551.4400000004,9912039.572599998,9908967.969999995,13263794.0036,13261127.454999998,-0.4946010400044433,-0.49459393063477863,3351754.4310000003,9912039.572599998,106.32,74.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.3381498233991424,0.17623630932625292,2025-10-14,21,1,Tuesday
2025-10-14 22:00:00,0.9980000000000001,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.999,0.999,0.999,0.5,0.5,0.5,705452.4080392157,705452.31,0.7001400420156351,5808925.978039215,5808925.88,0.7001400420322624,3346022.7035294115,3346447.71,9898574.818627449,9903027.829999998,13244597.52215686,13248447.669999996,-0.4947323270193558,-0.4948221152605014,3346022.7035294115,9898574.818627449,107.13725490196079,74.45098039215686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0.33803075340025324,0.18000215959399632,2025-10-14,22,1,Tuesday
2025-10-14 23:00:00,0.998,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.999,0.999,0.999,0.5,0.5,0.5,705458.9766666667,705457.31,2.3769134427453906,5808932.546666667,5808930.88,2.3769134430043897,3339059.6829999997,3342374.4000000004,9913948.899166664,9913734.909999996,13253008.582166664,13256995.069999997,-0.4961061800768064,-0.49589562227138095,3339059.6829999997,9913948.899166664,107.76666666666667,74.06666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.3368042055654201,0.18533455545371222,2025-10-14,23,1,Tuesday
2025-10-15 00:00:00,0.998,0.998,0.998,0.998,0.0,199.59999999999997,199.6,0.001,0.001,0.001,0.9990000000000001,0.999,0.999,0.5,0.5,0.5,705462.31,705462.31,0.0,5808935.88,5808935.88,0.0,3348770.281276596,3350967.4600000004,9901882.71893617,9902533.504999999,13250653.000212766,13260005.509999998,-0.49454802473972415,-0.49502960870052193,3348770.281276596,9901882.71893617,109.07446808510639,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,0.3381953085419273,0.19158579812888607,2025-10-15,0,2,Wednesday
2025-10-15 01:00:00,0.998,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.999,0.999,0.999,0.5,0.5,0.5,705462.31,705462.31,0.0,5808935.88,5808935.88,0.0,3328066.89140625,3329628.2600000007,9905177.781874998,9903959.93,13233244.673281249,13235554.879999999,-0.49701101636506584,-0.49716788739612033,3328066.89140625,9905177.781874998,106.8359375,75.46875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,0.3359926459367663,0.1720591386329548,2025-10-15,1,2,Wednesday
2025-10-15 02:00:00,0.998,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.999,0.999,0.999,0.5,0.5,0.5,705462.31,705462.31,0.0,5808935.88,5808935.88,0.0,3335998.549590164,3340076.7199999997,9944647.209262295,9946206.934999997,13280645.758852458,13285001.344999995,-0.49761506104310516,-0.4971580900480338,3335998.549590164,9944647.209262295,106.65573770491804,74.95901639344262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,0.3354567014185345,0.17452723744189197,2025-10-15,2,2,Wednesday
2025-10-15 03:00:00,0.998,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.999,0.999,0.999,0.5,0.5,0.5,705462.31,705462.31,0.0,5808935.88,5808935.88,0.0,3337587.6541121495,3337122.84,9953344.989252336,9957502.909999998,13290932.643364485,13293670.839999998,-0.49776376778673054,-0.4978638002556336,3337587.6541121495,9953344.989252336,105.7196261682243,75.81308411214954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,0.3353232162369626,0.16474464579901146,2025-10-15,3,2,Wednesday
2025-10-15 04:00:00,0.998,0.998,0.998,0.998,0.0,199.59999999999997,199.6,0.001,0.001,0.001,0.9989999999999999,0.999,0.999,0.5,0.5,0.5,705462.31,705462.31,0.0,5808934.584663212,5808935.88,2.196310594126285,3336887.491295337,3337014.44,9959159.493419688,9960370.589999998,13296046.984715024,13297494.489999996,-0.4980623768196734,-0.4981995542045714,3336887.491295337,9959159.493419688,106.48186528497409,76.06217616580311,0.025906735751295335,0.0,0.3599078753743472,0.0,5.0,0.025906735751295335,0.0,0.3599078753743472,193,0.3350571394604251,0.16664301325537167,2025-10-15,4,2,Wednesday
2025-10-15 05:00:00,0.998,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.999,0.999,0.999,0.5,0.5,0.5,705462.31,705462.31,0.0,5808930.879999999,5808930.88,0.0,3341690.5062280707,3342444.07,9957351.627192982,9960139.07,13299042.133421052,13302783.575000001,-0.49745258933324316,-0.49750744030874827,3341690.5062280707,9957351.627192982,105.8859649122807,75.30701754385964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,0.3356003314276958,0.16876452362509686,2025-10-15,5,2,Wednesday
2025-10-15 06:00:00,0.998,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.999,0.999,0.999,0.5,0.5,0.5,705462.31,705462.31,0.0,5808930.88,5808930.88,0.0,3337791.872653061,3337045.64,9974000.130714284,9977397.67,13311792.003367346,13315762.595,-0.49852038809936705,-0.4986341634347574,3337791.872653061,9974000.130714284,106.79591836734694,75.64285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,0.33464927099555053,0.17075899099502212,2025-10-15,6,2,Wednesday
2025-10-15 07:00:00,0.998,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.9990000000000001,0.999,0.999,0.5,0.5,0.5,705462.31,705462.31,0.0,5808930.88,5808930.88,0.0,3330002.5035365857,3327638.7,9980762.772439023,9991954.75,13310765.275975607,13318167.504999999,-0.49964936351345707,-0.5005621821519479,3330002.5035365857,9980762.772439023,106.6219512195122,78.26829268292683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0.33364208522539857,0.1533540003957523,2025-10-15,7,2,Wednesday
2025-10-15 08:00:00,0.998,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.9990000000000001,0.999,0.999,0.5,0.5,0.5,705462.31,705462.31,0.0,5808930.88,5808930.88,0.0,3320553.326923077,3319635.2800000003,9975346.674175821,9985700.639999997,13295900.0010989,13299987.579999998,-0.5005110879052883,-0.5012172010714537,3320553.326923077,9975346.674175821,105.17582417582418,78.54945054945055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,0.33287598269835833,0.144924935701896,2025-10-15,8,2,Wednesday
2025-10-15 09:00:00,0.998,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.999,0.999,0.999,0.5,0.5,0.5,705462.31,705462.31,0.0,5808930.88,5808930.88,0.0,3297678.718709678,3297268.350000001,9938735.808064513,9961292.584999999,13236414.52677419,13252723.924999997,-0.5017234398226701,-0.5012058681604923,3297678.718709678,9938735.808064513,103.41935483870968,79.53225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,0.3318006215673695,0.130565106232919,2025-10-15,9,2,Wednesday
2025-10-15 10:00:00,0.9979999999999999,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.999,0.999,0.999,0.5,0.5,0.5,705462.31,705462.31,0.0,5808930.88,5808930.88,0.0,3292191.506944445,3292380.46,9934467.979513885,9934855.439999996,13226659.486458331,13223024.264999997,-0.5021830253318549,-0.5023994340715863,3292191.506944445,9934467.979513885,103.71527777777777,79.47222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,0.3313908217061402,0.13234011903408008,2025-10-15,10,2,Wednesday
2025-10-15 11:00:00,0.998,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.9990000000000001,0.999,0.999,0.5,0.5,0.5,705462.31,705462.31,0.0,5808930.88,5808930.88,0.0,3290255.0394,3291078.625,9992315.8206,9991795.245,13282570.86,13283051.955,-0.5045755197410972,-0.5045757442569754,3290255.0394,9992315.8206,103.26,78.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.32927852746776304,0.13534909290819133,2025-10-15,11,2,Wednesday
2025-10-15 12:00:00,0.998,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.9990000000000001,0.999,0.999,0.5,0.5,0.5,705462.31,705462.31,0.0,5808930.88,5808930.88,0.0,3284422.8364179106,3286628.95,10004274.225074627,10004406.13,13288697.061492538,13290242.61,-0.5056794271862782,-0.5054213693522063,3284422.8364179106,10004274.225074627,103.2089552238806,77.58208955223881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,0.3283019599948452,0.14174853463221326,2025-10-15,12,2,Wednesday
2025-10-15 13:00:00,0.9980000000000001,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.999,0.999,0.999,0.5,0.5,0.5,705462.31,705462.31,0.0,5808930.88,5808930.88,0.0,3294163.292745099,3294702.8200000008,10068140.17882353,10056450.54,13362303.47156863,13351294.070000004,-0.5069460844194855,-0.5076148272152065,3294163.292745099,10068140.17882353,101.54901960784314,78.27450980392157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0.32718687207730396,0.12942972413041104,2025-10-15,13,2,Wednesday
2025-10-15 14:00:00,0.9980000000000001,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.999,0.999,0.999,0.5,0.5,0.5,705462.31,705462.31,0.0,5808930.88,5808930.88,0.0,3332549.285370371,3331399.790000001,9962955.739814816,9974586.805,13295505.025185188,13307821.79,-0.49869234815009683,-0.49928168290198627,3332549.285370371,9962955.739814816,103.12962962962963,75.24074074074075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,0.33449403695055596,0.15635382059800662,2025-10-15,14,2,Wednesday
2025-10-15 15:00:00,0.998,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.999,0.999,0.999,0.5,0.5,0.5,705462.31,705462.31,0.0,5808930.88,5808930.88,0.0,3337028.60967742,3340771.650000001,9961014.11967742,9972172.34,13298042.72935484,13312943.99,-0.4981173158546449,-0.4980394890565965,3337028.60967742,9961014.11967742,105.16129032258064,73.6774193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.33500892274465394,0.17604617604617606,2025-10-15,15,2,Wednesday
2025-10-15 16:00:00,0.998,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.999,0.999,0.999,0.5,0.5,0.5,705462.3099999999,705462.31,0.0,5808930.88,5808930.88,0.0,3349726.8312500007,3345577.8950000005,9973684.250892859,9973567.74,13323411.08214286,13320286.165000003,-0.4971673325661206,-0.49760079504519217,3349726.8312500007,9973684.250892859,104.21428571428571,73.80357142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,0.33585651470269157,0.17082957167218374,2025-10-15,16,2,Wednesday
2025-10-15 17:00:00,0.9979999999999999,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.999,0.999,0.999,0.5,0.5,0.5,705462.31,705462.31,0.0,5808930.88,5808930.88,0.0,3371106.056363637,3374285.9800000004,9960270.73848485,9981748.82,13331376.794848487,13356290.870000005,-0.4942526473585556,-0.4946977230065641,3371106.056363637,9960270.73848485,104.15151515151516,73.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.3384552634034572,0.1736383814239372,2025-10-15,17,2,Wednesday
2025-10-15 18:00:00,0.998,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.999,0.999,0.999,0.5,0.5,0.5,705462.31,705462.31,0.0,5808930.88,5808930.88,0.0,3365622.0347457635,3369016.0400000005,10041392.245932205,10017910.150000002,13407014.280677969,13396639.670000004,-0.4979174366413796,-0.4965750574760713,3365622.0347457635,10041392.245932205,104.23728813559322,73.32203389830508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,0.3351748395357413,0.1741122565864834,2025-10-15,18,2,Wednesday
2025-10-15 19:00:00,0.998,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.9990000000000001,0.999,0.999,0.5,0.5,0.5,705462.31,705462.31,0.0,5808930.88,5808930.88,0.0,3339108.8378289477,3349480.8950000005,10069805.419276318,10075567.680000002,13408914.257105267,13396715.665000003,-0.5019536278460923,-0.502872508001805,3339108.8378289477,10069805.419276318,103.29605263157895,75.23026315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,0.331596162864974,0.1572081367924528,2025-10-15,19,2,Wednesday
2025-10-15 20:00:00,0.9979999999999999,0.998,0.998,0.998,0.0,199.59999999999997,199.6,0.001,0.001,0.001,0.999,0.999,0.999,0.5,0.5,0.5,705462.31,705462.31,0.0,5808930.88,5808930.88,0.0,3309083.23107143,3308982.920000001,10075373.294761905,10075521.275000002,13384456.525833337,13384036.980000004,-0.5055334460117491,-0.5055205999293235,3309083.23107143,10075373.294761905,102.11904761904762,76.23809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0.32843281675645625,0.14510746228807903,2025-10-15,20,2,Wednesday
2025-10-15 21:00:00,0.9979999999999999,0.998,0.998,0.998,0.0,199.6,199.6,0.001,0.001,0.001,0.999,0.999,0.999,0.5,0.5,0.5,705462.31,705462.31,0.0,5808930.88,5808930.88,0.0,3325902.8550574724,3326086.640000001,10068863.137586208,10070290.35,13394765.99264368,13395852.930000003,-0.5034018026701925,-0.503500062848139,3325902.8550574724,10068863.137586208,103.22988505747126,76.86206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,0.3303156284488723,0.14641307122798064,2025-10-15,21,2,Wednesday
