window_start,window_end,window_start_ms,window_end_ms,beta,alpha,se_beta,avg_depth,avg_mid_price,r_squared,n_obs
2025-10-15 00:05:29.735000+00:00,2025-10-15 07:55:35.774000+00:00,1760486729735,1760514935774,1.2219760660346046e-07,3.789233689288147e-06,6.481457407147917e-09,13278981.893439999,0.8819750000000001,0.4164868880364799,500
2025-10-15 03:53:14.985000+00:00,2025-10-15 09:58:20.644000+00:00,1760500394985,1760522300644,1.269294845407432e-07,9.324775576787757e-06,5.6515885741089005e-09,13254095.6895,0.8815350000000001,0.5031974487669294,500
2025-10-15 07:55:43.594000+00:00,2025-10-15 11:43:21.267000+00:00,1760514943594,1760528601267,1.1896213745656645e-07,8.106684910378743e-06,5.211468885478403e-09,13273876.819479998,0.8806269999999999,0.5113198051671326,500
2025-10-15 09:58:20.697000+00:00,2025-10-15 13:41:36.661000+00:00,1760522300697,1760535696661,1.0197708753254838e-07,4.220861361288384e-06,4.650500257623224e-09,13298215.631460002,0.8803979999999999,0.49123755791395785,500
2025-10-15 11:43:25.104000+00:00,2025-10-15 16:57:41.620000+00:00,1760528605104,1760547461620,1.0343196148305271e-07,5.331786111551324e-06,4.751699871349217e-09,13295794.826459998,0.8796449999999999,0.48755834850877017,500
2025-10-15 13:41:42.463000+00:00,2025-10-15 19:44:00.959000+00:00,1760535702463,1760557440959,9.942678438491573e-08,3.2075669122042017e-06,4.906621006017725e-09,13268732.352239998,0.8785470000000001,0.45191704015276574,500
2025-10-15 16:57:43.044000+00:00,2025-10-16 01:13:13.522000+00:00,1760547463044,1760577193522,4.7616518897122916e-08,-1.1442403707574659e-06,2.470942818649971e-09,13286326.860459998,0.8791200000000001,0.42716186460423067,500
2025-10-15 19:44:27.326000+00:00,2025-10-16 03:42:09.739000+00:00,1760557467326,1760586129739,4.5505084172939964e-08,-2.5686682610886666e-06,2.3293775725195336e-09,13364212.084220001,0.8798199999999999,0.4338514884312141,500
2025-10-16 01:14:00.185000+00:00,2025-10-17 19:34:22.378000+00:00,1760577240185,1760729662378,3.2641573167112973e-07,7.666006537997224e-05,3.286892829856304e-08,13390074.907060005,0.8795999999999999,0.16529977511327934,500
2025-10-16 03:42:16.481000+00:00,2025-10-17 23:01:18.579000+00:00,1760586136481,1760742078579,5.295814127462983e-07,2.232236648199613e-05,3.864007810358254e-08,13104761.388600003,0.895113,0.2738837610982208,500
2025-10-17 19:35:19.527000+00:00,2025-10-18 02:02:31.173000+00:00,1760729719527,1760752951173,1.4894506089889698e-07,-1.0801984356187162e-05,8.734031197476446e-09,12877542.550680004,0.911548,0.3686764420334851,500
2025-10-17 23:01:27.290000+00:00,2025-10-18 03:39:52.909000+00:00,1760742087290,1760758792909,5.4702508121990564e-08,7.079439908364229e-06,4.549473142637342e-09,12994867.62006,0.914317,0.22499281664364418,500
2025-10-18 02:02:32.078000+00:00,2025-10-18 05:30:36.195000+00:00,1760752952078,1760765436195,4.500709131360197e-08,5.12808338533176e-07,2.6892857827019682e-09,13033598.156460002,0.9172509999999998,0.3599661070012345,500
2025-10-18 03:41:07.292000+00:00,2025-10-18 07:11:30.384000+00:00,1760758867292,1760771490384,9.442685707237126e-08,-4.12933227673919e-06,3.756639059371808e-09,12994498.507320004,0.918583,0.5592211196373584,500
2025-10-18 05:30:54.463000+00:00,2025-10-18 08:19:14.157000+00:00,1760765454463,1760775554157,5.770302111946666e-08,2.5262688961243267e-06,3.366918136412296e-09,12961676.619920002,0.919486,0.370988921766372,500
2025-10-18 07:11:34.811000+00:00,2025-10-18 09:14:21.917000+00:00,1760771494811,1760778861917,5.380935326185559e-08,3.4312577359501636e-06,4.707726761131661e-09,12960124.635780005,0.9204640000000001,0.20782009040605606,500
2025-10-18 08:19:23.633000+00:00,2025-10-18 10:16:00.806000+00:00,1760775563633,1760782560806,9.632650789364578e-08,-5.249530121625353e-06,7.2301612591479486e-09,12972645.785300003,0.9204050000000001,0.2627671187208529,500
2025-10-18 09:14:22.039000+00:00,2025-10-18 11:40:19.487000+00:00,1760778862039,1760787619487,1.2236542899579998e-07,-6.1217682857025025e-06,1.0171799840433985e-08,12945029.41282,0.918801,0.2251653479909176,500
2025-10-18 10:16:12.587000+00:00,2025-10-18 13:17:16.858000+00:00,1760782572587,1760793436858,1.6827222881321097e-07,-1.918841879602788e-07,1.3799634762307711e-08,12924505.227320004,0.918072,0.22992793413305274,500
2025-10-18 11:40:28.022000+00:00,2025-10-18 18:07:43.444000+00:00,1760787628022,1760810863444,2.6841424985202842e-08,-4.786323015289366e-06,9.071323137388636e-10,12932064.787780002,0.917512,0.6374299394057135,500
2025-10-18 13:17:18.314000+00:00,2025-10-18 23:29:04.649000+00:00,1760793438314,1760830144649,4.352112288034163e-08,2.2854397431183017e-06,2.786662443840241e-09,13010552.231100002,0.915492,0.3287604923515673,500
2025-10-18 18:08:01.281000+00:00,2025-10-19 03:11:15.219000+00:00,1760810881281,1760843475219,7.516162470224333e-08,1.2397788112460441e-05,4.574804133095401e-09,12933377.365540002,0.915785,0.3515013737331569,500
2025-10-18 23:30:00.856000+00:00,2025-10-19 04:01:34.315000+00:00,1760830200856,1760846494315,9.520389920477914e-08,1.2653649280870904e-05,8.101549733940507e-09,12757659.676479999,0.917365,0.21709624048950843,500
2025-10-19 03:11:37.546000+00:00,2025-10-19 05:29:52.810000+00:00,1760843497546,1760851792810,1.7347344594280517e-07,3.1295858656890862e-06,1.1954144267858111e-08,12733486.19448,0.9175600000000002,0.29719164629311784,500
2025-10-19 04:04:03.983000+00:00,2025-10-19 08:10:37.541000+00:00,1760846643983,1760861437541,1.3607926754507939e-07,6.6275763497097445e-06,3.829836713459685e-09,12742180.93446,0.9167480000000001,0.7171220905476859,500
2025-10-19 05:31:54.531000+00:00,2025-10-19 08:49:01.859000+00:00,1760851914531,1760863741859,1.3513491403413398e-07,4.4260273238920855e-06,3.8792665013967525e-09,12743866.20332,0.9169189999999998,0.709025329009364,500
2025-10-19 08:10:53.675000+00:00,2025-10-19 09:19:26.167000+00:00,1760861453675,1760865566167,1.1421199400638676e-07,-2.7742512630403376e-06,4.666341591653927e-09,12762146.254360002,0.9171709999999998,0.5460594969954294,500
2025-10-19 08:49:09.060000+00:00,2025-10-19 09:55:44.567000+00:00,1760863749060,1760867744567,1.1851868750505063e-07,1.2935300293207533e-06,6.65413556020042e-09,12763226.873099998,0.9166099999999998,0.38913827523373884,500
2025-10-19 09:19:29.437000+00:00,2025-10-19 11:30:55.740000+00:00,1760865569437,1760873455740,1.34170041496046e-07,3.7119698352366476e-06,6.958729667931146e-09,12760658.009239996,0.9162049999999999,0.4274217857159029,500
2025-10-19 09:55:49.529000+00:00,2025-10-19 12:14:43.801000+00:00,1760867749529,1760876083801,1.8200582085949286e-07,8.824410092940692e-06,9.087306046913144e-09,12749205.835279996,0.9166210000000001,0.44613985301037634,500
2025-10-19 11:31:04.538000+00:00,2025-10-19 12:48:24.802000+00:00,1760873464538,1760878104802,1.7496270475540043e-07,6.565459321617145e-06,9.469379951448568e-09,12712912.595019998,0.9175220000000002,0.40671039849460544,500
2025-10-19 12:14:44.478000+00:00,2025-10-19 13:53:26.428000+00:00,1760876084478,1760882006428,1.650350809854503e-07,2.3211648690007266e-06,1.1280090914121068e-08,12701888.297819998,0.9179250000000002,0.3006167743113008,500
2025-10-19 12:48:30.563000+00:00,2025-10-19 15:46:21.284000+00:00,1760878110563,1760888781284,1.5859655111381922e-07,2.393636639864299e-06,1.077841286506566e-08,12727612.313459998,0.9184289999999999,0.3030187972608906,500
2025-10-19 13:53:40.181000+00:00,2025-10-19 18:31:22.171000+00:00,1760882020181,1760898682171,2.9369320716286847e-08,2.5160205015969006e-06,1.415525000143969e-09,12760469.257739998,0.9186810000000001,0.4636393459861292,500
2025-10-19 15:46:30.028000+00:00,2025-10-19 23:00:34.863000+00:00,1760888790028,1760914834863,3.3379980444951687e-08,4.0095274833448154e-06,1.5408649254195093e-09,12794401.7648,0.9201909999999999,0.48516055696519156,500
2025-10-19 18:32:21.767000+00:00,2025-10-20 01:36:08.993000+00:00,1760898741767,1760924168993,6.474963353138683e-08,-2.1642496562676333e-06,2.955367116978795e-09,12824366.392080002,0.922048,0.49080359889260866,500
2025-10-19 23:01:58.815000+00:00,2025-10-20 02:24:09.754000+00:00,1760914918815,1760927049754,1.05839766960012e-07,1.0157865794200142e-07,5.823411412907671e-09,12849489.20036,0.922335,0.3987874587423071,500
2025-10-20 01:36:45.421000+00:00,2025-10-20 04:00:05.654000+00:00,1760924205421,1760932805654,1.4685241715145468e-07,3.981403301367859e-06,1.0243102711019267e-08,12870412.44068,0.92202,0.2921524506001399,500
2025-10-20 02:24:28.193000+00:00,2025-10-20 06:03:13.128000+00:00,1760927068193,1760940193128,8.72008144176466e-08,9.723889785607968e-07,6.018788471548987e-09,12884178.450520001,0.9226289999999999,0.29651584147293986,500
2025-10-20 04:00:11.902000+00:00,2025-10-20 10:26:40.304000+00:00,1760932811902,1760956000304,1.821166546957018e-07,-3.251969921082898e-07,6.3546685918270534e-09,12923837.977059998,0.9246960000000002,0.6225334245518604,500
2025-10-20 06:03:23.961000+00:00,2025-10-20 11:42:30.566000+00:00,1760940203961,1760960550566,1.7044996683791056e-07,1.0110281059329444e-05,1.4585808035305487e-08,13030483.224720001,0.9296399999999999,0.21520787097467217,500
2025-10-20 10:26:46.525000+00:00,2025-10-20 12:58:02.626000+00:00,1760956006525,1760965082626,1.4859925018759546e-07,6.2317904938929094e-06,1.7945365119598792e-08,13109833.174120001,0.934541,0.12102517806657694,500
2025-10-20 11:42:32.733000+00:00,2025-10-20 13:47:43.021000+00:00,1760960552733,1760968063021,3.1257163293157814e-08,-6.589497448436047e-07,2.1843290182988024e-09,13085828.193540001,0.935665,0.29137397938670345,500
2025-10-20 12:58:10.936000+00:00,2025-10-20 15:09:24.013000+00:00,1760965090936,1760972964013,4.544641744527345e-08,-1.1899686908111484e-05,4.166580886851283e-09,13120815.434400002,0.9322289999999999,0.19283026528383618,500
2025-10-20 13:47:49.312000+00:00,2025-10-20 16:33:51.592000+00:00,1760968069312,1760978031592,9.841772040950283e-08,-9.539470382167676e-06,7.020423588033145e-09,13175663.389899997,0.928523,0.2829641875315617,500
2025-10-20 15:09:24.506000+00:00,2025-10-20 19:33:14.765000+00:00,1760972964506,1760988794765,6.196060582085805e-08,7.233462791436054e-06,3.85078453695996e-09,13131221.3839,0.928885,0.3420535373375742,500
2025-10-20 16:34:21.828000+00:00,2025-10-21 00:10:40.467000+00:00,1760978061828,1761005440467,6.746627634771062e-08,6.609645484780512e-06,4.798599100984756e-09,13173194.45608,0.9305419999999998,0.2841451155837869,500
2025-10-20 19:34:28.295000+00:00,2025-10-21 02:07:16.188000+00:00,1760988868295,1761012436188,9.121205746920162e-08,-4.42990790760703e-06,7.951795422164649e-09,13221067.24512,0.9291939999999999,0.20899046931728046,500
2025-10-21 00:10:40.506000+00:00,2025-10-21 04:15:53.109000+00:00,1761005440506,1761020153109,1.0534520112843433e-07,-9.76803590029022e-06,5.56112078601867e-09,13201910.62828,0.9265709999999999,0.41879688789623554,500
2025-10-21 02:07:16.285000+00:00,2025-10-21 05:50:07.122000+00:00,1761012436285,1761025807122,1.0080713477961654e-07,-4.507306755550277e-06,5.0400557156909805e-09,13230998.47052,0.9257629999999999,0.44546380518424006,500
2025-10-21 04:15:53.802000+00:00,2025-10-21 06:45:18.899000+00:00,1761020153802,1761029118899,1.6059706788253442e-07,-4.794789270642305e-06,8.79870380775948e-09,13252111.01336,0.925183,0.4008290743861119,500
2025-10-21 05:50:49.991000+00:00,2025-10-21 07:18:02.715000+00:00,1761025849991,1761031082715,1.7608710767336263e-07,-4.478295736042901e-06,1.013935278263753e-08,13269567.908459999,0.924818,0.37719038742886024,500
2025-10-21 06:45:24.910000+00:00,2025-10-21 07:58:42.690000+00:00,1761029124910,1761033522690,7.086521833832742e-07,4.206827937317722e-06,4.3079769726522084e-08,13314762.12248,0.924866,0.3520643474260919,500
2025-10-21 07:18:03.368000+00:00,2025-10-21 08:54:24.965000+00:00,1761031083368,1761036864965,1.8956506593651868e-06,1.3529134192624547e-06,9.451559146524575e-08,13372258.3251,0.92577,0.4468280946186272,500
2025-10-21 07:58:43.574000+00:00,2025-10-21 09:33:25.067000+00:00,1761033523574,1761039205067,9.580642630461636e-08,-1.4284868555662204e-07,2.507220840145786e-09,13381879.310899999,0.9267130000000002,0.7456812142181021,500
2025-10-21 08:54:31.009000+00:00,2025-10-21 10:03:00.463000+00:00,1761036871009,1761040980463,9.580642630461677e-08,-1.4284868555663112e-07,2.507220840145786e-09,13357556.254019996,0.9272130000000002,0.7456812142181084,500
2025-10-21 09:33:27.093000+00:00,2025-10-21 11:36:49.247000+00:00,1761039207093,1761046609247,2.7258766708236058e-08,-9.41404062536942e-07,1.1549072370454976e-09,13337373.555259999,0.9274440000000002,0.527998240215365,500
2025-10-21 10:03:19.915000+00:00,2025-10-21 12:44:48.640000+00:00,1761040999915,1761050688640,3.0609043895650035e-08,-9.238676110967097e-07,1.7659055252141026e-09,13311684.804779999,0.92602,0.3762874519947899,500
2025-10-21 11:36:49.888000+00:00,2025-10-21 14:35:54.011000+00:00,1761046609888,1761057354011,4.484872644706044e-08,-1.1911231004760823e-06,2.7305402047513792e-09,13288294.911300004,0.9250769999999998,0.3513731954837026,500
2025-10-21 12:44:50.275000+00:00,2025-10-21 17:15:05.589000+00:00,1761050690275,1761066905589,1.0763667809507185e-07,-3.4701957801288695e-06,7.353607894469302e-09,11275948.97096,0.9247089999999998,0.3008067214162247,500
2025-10-21 14:36:06.143000+00:00,2025-10-21 21:58:21.252000+00:00,1761057366143,1761083901252,9.710195048703718e-08,-6.394278868874811e-06,7.176543054945393e-09,8272175.77192,0.9227739999999999,0.2688013095082063,500
2025-10-21 17:15:24.516000+00:00,2025-10-22 02:25:12.848000+00:00,1761066924516,1761099912848,5.7016538933923266e-08,-1.3541568640448777e-05,1.4324777706176163e-09,7362227.56416,0.9230259999999999,0.7608365577408321,500
2025-10-21 21:59:53.181000+00:00,2025-10-22 03:07:42.180000+00:00,1761083993181,1761102462180,5.708036688300892e-08,-5.875037761358661e-06,1.3871124556456683e-09,7457610.2792799985,0.9248459999999998,0.7727442193880907,500
2025-10-22 02:25:31.284000+00:00,2025-10-22 05:45:38.725000+00:00,1761099931284,1761111938725,1.1005313596852471e-07,1.2049807953480234e-05,1.1625753241581675e-08,7389445.630379999,0.9270719999999999,0.1525009414554072,500
2025-10-22 03:07:59.098000+00:00,2025-10-22 07:22:42.116000+00:00,1761102479098,1761117762116,7.83921156781288e-08,4.942588366756135e-06,8.56081480907898e-09,7348350.525259999,0.9290099999999999,0.14411257245551917,500
2025-10-22 05:45:39.152000+00:00,2025-10-22 08:09:38.997000+00:00,1761111939152,1761120578997,7.27590680523552e-08,5.22874696586127e-07,5.117148654140914e-09,7398920.8411,0.929655,0.2887448607239011,500
2025-10-22 07:22:42.513000+00:00,2025-10-22 08:41:33.839000+00:00,1761117762513,1761122493839,5.839005295228421e-08,1.645670406581294e-06,5.447146246664682e-09,7410396.301860001,0.930616,0.1874762958500625,500
2025-10-22 08:09:39.060000+00:00,2025-10-22 09:09:31.925000+00:00,1761120579060,1761124171925,4.5447197994480436e-08,-5.611050364065148e-07,3.577802802981364e-09,7401261.024599999,0.931367,0.24471600058888207,500
2025-10-22 08:41:49.339000+00:00,2025-10-22 09:38:37.823000+00:00,1761122509339,1761125917823,6.844309638481424e-08,-1.7857830493241813e-06,6.279668838957521e-09,7418954.642399999,0.9317359999999999,0.19259603772716166,500
2025-10-22 09:09:32.152000+00:00,2025-10-22 10:19:13.175000+00:00,1761124172152,1761128353175,7.082186795318591e-08,2.132502413254918e-06,7.302993447227359e-09,7415859.60922,0.9323309999999998,0.15884686798355707,500
2025-10-22 09:38:39.559000+00:00,2025-10-22 11:43:18.077000+00:00,1761125919559,1761133398077,9.75996450369177e-08,4.689637353977073e-06,7.2296643619106785e-09,7371993.650099999,0.9331220000000001,0.26791289607565416,500
2025-10-22 10:19:17.241000+00:00,2025-10-22 13:02:17.621000+00:00,1761128357241,1761138137621,6.224776107027273e-08,6.531887671548579e-07,3.375403120426804e-09,7373944.997939999,0.9335630000000003,0.4057930251884168,500
2025-10-22 11:43:19.810000+00:00,2025-10-22 14:05:10.717000+00:00,1761133399810,1761141910717,4.545597799703648e-08,6.486628710116153e-08,3.729326139435701e-10,7389104.2968999995,0.9341180000000001,0.9675668564494532,500
2025-10-22 13:02:23.698000+00:00,2025-10-22 15:45:07.091000+00:00,1761138143698,1761147907091,8.32619274193436e-08,1.3650726390859455e-06,3.1133203036584518e-09,7364673.383000001,0.9345119999999999,0.5895252530420985,500
2025-10-22 14:05:41.528000+00:00,2025-10-22 17:24:09.376000+00:00,1761141941528,1761153849376,8.145935223950378e-08,-4.990384346096802e-07,3.354565435807699e-09,7358688.07416,0.9339700000000001,0.5421407307811693,500
2025-10-22 15:45:14.190000+00:00,2025-10-22 22:04:50.190000+00:00,1761147914190,1761170690190,1.0925799157485398e-08,-2.4904969893728018e-06,1.0452636374589883e-09,7366510.23346,0.9327820000000001,0.17992073933412422,500
2025-10-22 17:24:16.656000+00:00,2025-10-23 02:30:06.074000+00:00,1761153856656,1761186606074,1.1933317243403024e-08,-1.9203654457203276e-06,1.3163688959805711e-09,7426037.454879999,0.9313250000000001,0.14164597944398788,500
2025-10-22 22:04:53.031000+00:00,2025-10-23 04:15:08.787000+00:00,1761170693031,1761192908787,5.229497016142765e-08,-1.4385731991425971e-05,4.075722654532628e-09,7500133.590879999,0.93039,0.24845005484851043,500
2025-10-23 02:30:19.047000+00:00,2025-10-23 06:37:11.305000+00:00,1761186619047,1761201431305,8.22905466966359e-08,-6.484209486286082e-06,4.0956220480577636e-09,7513476.315939997,0.9278929999999999,0.4477106790871036,500
2025-10-23 04:15:09.280000+00:00,2025-10-23 07:55:49.575000+00:00,1761192909280,1761206149575,5.153419232263098e-07,3.988982766368475e-06,4.2581371785730174e-08,7564070.341799999,0.9261119999999996,0.22727322274570264,500
2025-10-23 06:38:38.162000+00:00,2025-10-23 08:55:05.085000+00:00,1761201518162,1761209705085,1.1717847190798138e-07,5.485865578130117e-06,1.8982405712407044e-08,7629034.105659998,0.9275979999999999,0.07107919563076232,500
2025-10-23 07:55:56.861000+00:00,2025-10-23 09:20:14.882000+00:00,1761206156861,1761211214882,7.949661774572705e-08,5.5662305592170934e-06,1.1484829967038195e-08,7659408.733459999,0.9290660000000001,0.08776577326468854,500
2025-10-23 08:55:06.728000+00:00,2025-10-23 10:07:36.437000+00:00,1761209706728,1761214056437,2.456462911109473e-08,-6.985349730495065e-07,1.3413429070309743e-09,7673333.563619999,0.9290210000000002,0.4024354727178406,500
2025-10-23 09:20:39.501000+00:00,2025-10-23 10:56:26.164000+00:00,1761211239501,1761216986164,2.3436457344539316e-08,-2.4082006180572412e-06,8.236491317129465e-10,7689579.968119999,0.927945,0.6191652997220105,500
2025-10-23 10:07:39.713000+00:00,2025-10-23 12:07:49.569000+00:00,1761214059713,1761221269569,9.58265912203074e-08,-2.3301439365516023e-06,4.607790422908641e-09,7671640.988579999,0.92793,0.4648041734734719,500
2025-10-23 10:56:31.617000+00:00,2025-10-23 12:55:13.602000+00:00,1761216991617,1761224113602,3.139179635050002e-08,2.695956103012619e-07,2.0866498400829324e-09,7589863.238319998,0.9300090000000001,0.31246365181329344,500
2025-10-23 12:07:55.949000+00:00,2025-10-23 14:19:10.134000+00:00,1761221275949,1761229150134,2.463921436421657e-08,-1.1827954099185068e-06,1.263672169557624e-09,7525144.642919999,0.9315789999999999,0.4329155954499364,500
2025-10-23 12:55:19.045000+00:00,2025-10-23 15:54:57.774000+00:00,1761224119045,1761234897774,9.870490581759316e-08,-4.123121752209003e-06,7.89372236051497e-09,7501666.981279999,0.9297489999999999,0.23894606188991938,500
2025-10-23 14:19:30.047000+00:00,2025-10-23 19:23:18.623000+00:00,1761229170047,1761247398623,8.362523321326451e-08,-8.349373845295686e-06,6.3749374112967964e-09,7500763.3853400005,0.9257930000000001,0.25680183350275365,500
2025-10-23 15:55:07.651000+00:00,2025-10-24 01:43:39.432000+00:00,1761234907651,1761270219432,8.109639291847928e-08,1.6557891189520684e-06,5.1759074778526335e-09,7608272.735799999,0.9252040000000001,0.33018411028400224,500
2025-10-23 19:23:19.794000+00:00,2025-10-24 02:56:09.196000+00:00,1761247399794,1761274569196,1.1855666474356845e-07,3.5876037184599193e-06,6.586313946435861e-09,7755665.154959999,0.927723,0.3941727246416199,500
2025-10-24 01:43:41.518000+00:00,2025-10-24 04:23:09.971000+00:00,1761270221518,1761279789971,2.6813733520806184e-08,-1.211806528393025e-05,3.665842190129941e-09,7796095.645539999,0.9278759999999998,0.09701083526717787,500
2025-10-24 02:56:15.770000+00:00,2025-10-24 06:33:52.365000+00:00,1761274575770,1761287632365,2.5936807642267772e-08,-7.665783797119734e-06,3.854298131305663e-09,7781069.161739999,0.924854,0.08335194032795544,500
2025-10-24 04:23:36.336000+00:00,2025-10-24 07:48:24.217000+00:00,1761279816336,1761292104217,4.6891371812380516e-07,3.055436138225155e-06,2.9152906367394373e-08,7760008.80104,0.9232230000000002,0.3418925437762788,500
2025-10-24 06:34:06.851000+00:00,2025-10-24 09:22:54.769000+00:00,1761287646851,1761297774769,2.5665168679291207e-08,5.917145108939614e-06,4.0893582399289945e-09,7771861.07942,0.9248519999999999,0.07329746248539942,500
2025-10-24 07:48:32.832000+00:00,2025-10-24 10:33:40.829000+00:00,1761292112832,1761302020829,2.6289260804479985e-08,4.261853767354062e-06,1.8970894938361453e-09,7819690.1921,0.927442,0.2782978116636984,500
2025-10-24 09:23:21.054000+00:00,2025-10-24 11:14:49.307000+00:00,1761297801054,1761304489307,1.5201525804294662e-07,-1.6683885744990894e-06,4.550131227463989e-09,7845757.04574,0.9292720000000002,0.691480429621184,500
